,Unnamed: 0,sentence,language,set,gold_amr,parsed_amr,smatch
1058,1058,В каких странах используют Евро?,ru,train,"# ::snt В каких странах используют Евро?
(a / adopt-01
      :ARG0 (c / country
            :mod (a2 / amr-unknown))
      :ARG1 (e / euro))","# ::snt В каких странах используют Евро?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.884675
(z0 / каких)",0.2
1059,1059,Какие страны используют Евро?,ru,train,"# ::snt Какие страны используют Евро?
(a / adopt-01
      :ARG0 (c / country
            :mod (a2 / amr-unknown))
      :ARG1 (e / euro))","# ::snt Какие страны используют Евро?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.884703
(z0 / amr-unintelligible
    :value ""страны""
    :polarity (z1 / amr-unknown))",0.31
1060,1060,Які країни прийняли Євро,uk,train,"# ::snt Які країни прийняли Євро
(a / adopt-01
      :ARG0 (c / country
            :mod (a2 / amr-unknown))
      :ARG1 (e / euro))","# ::snt Які країни прийняли Євро
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.884731
(z0 / string-entity
    :value ""країни"")",0.18
1061,1061,Які країни прийняли Евро,uk,train,"# ::snt Які країни прийняли Евро
(a / adopt-01
      :ARG0 (c / country
            :mod (a2 / amr-unknown))
      :ARG1 (e / euro))","# ::snt Які країни прийняли Евро
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.884758
(z0 / string-entity
    :value ""країни"")",0.18
1062,1062,Kurios šalys įvedė eurą?,lt,train,"# ::snt Kurios šalys įvedė eurą?
(a / adopt-01
      :ARG0 (c / country
            :mod (a2 / amr-unknown))
      :ARG1 (e / euro))","# ::snt Kurios šalys įvedė eurą?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.884785
(z0 / amr-unintelligible
    :value ""Kulios"")",0.18
1063,1063,Kurios šalys priėmė eurą,lt,train,"# ::snt Kurios šalys priėmė eurą
(a / adopt-01
      :ARG0 (c / country
            :mod (a2 / amr-unknown))
      :ARG1 (e / euro))","# ::snt Kurios šalys priėmė eurą
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.884816
(z0 / kulios
    :ARG1-of (z1 / compare-01
                 :ARG2 (z2 / euro)))",0.29
1064,1064,Якія краіны прынялі Еўра,be,train,"# ::snt Якія краіны прынялі Еўра
(a / adopt-01
      :ARG0 (c / country
            :mod (a2 / amr-unknown))
      :ARG1 (e / euro))","# ::snt Якія краіны прынялі Еўра
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.884843
(z0 / string-entity
    :value ""кра�ны"")",0.18
1065,1065,Give me all types of eating disorders.,en,train,"# ::snt Give me all types of eating disorders.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (o / order-03 :polarity -
            :ARG1 (e / eat-01)
            :mod (t / type
                  :mod (a / all)))
      :ARG2 (i / i))","# ::snt Give me all types of eating disorders.
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.884876
(z0 / give-01
    :mode imperative
    :ARG0 (z1 / you)
    :ARG1 (z2 / type-03
              :ARG1 (z3 / disorder
                        :mod (z4 / overeat-01))
              :mod (z5 / all))
    :ARG2 (z6 / i))",0.65
1066,1066,Аҙыҡ-түлек төрҙәрен һанап боҙолоп бөтәсәк,ba,train,"# ::snt Аҙыҡ-түлек төрҙәрен һанап боҙолоп бөтәсәк
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (o / order-03 :polarity -
            :ARG1 (e / eat-01)
            :mod (t / type
                  :mod (a / all)))
      :ARG2 (i / i))","# ::snt Аҙыҡ-түлек төрҙәрен һанап боҙолоп бөтәсәк
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.884904
(z0 / string-entity
    :value ""Аҙыҡ-түлек"")",0.11
1067,1067,Donnez-moi tous les types de troubles alimentaires.,fr,train,"# ::snt Donnez-moi tous les types de troubles alimentaires.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (o / order-03 :polarity -
            :ARG1 (e / eat-01)
            :mod (t / type
                  :mod (a / all)))
      :ARG2 (i / i))","# ::snt Donnez-moi tous les types de troubles alimentaires.
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.884932
(z0 / say-01
    :ARG0 (z1 / i)
    :ARG1 (z2 / and
              :op1 (z3 / in-trouble-03
                       :mod (z4 / les))
              :op2 (z5 / in-trouble-03
                       :mod (z6 / alimentaire))
              :mod (z7 / tous))
    :ARG2 (z8 / you))",0.29
1068,1068,Liste alle Formen der Essstörung auf.,de,train,"# ::snt Liste alle Formen der Essstörung auf.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (o / order-03 :polarity -
            :ARG1 (e / eat-01)
            :mod (t / type
                  :mod (a / all)))
      :ARG2 (i / i))","# ::snt Liste alle Formen der Essstörung auf.
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.884959
(z0 / list-01
    :ARG1 (z1 / form
              :mod (z2 / all)
              :mod (z3 / event
                       :wiki ""Essstörung""
                       :name (z4 / name
                                 :op1 ""Essstörung""))))",0.29
1069,1069,Gib mir alle Arten von Essstörungen.,de,train,"# ::snt Gib mir alle Arten von Essstörungen.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (o / order-03 :polarity -
            :ARG1 (e / eat-01)
            :mod (t / type
                  :mod (a / all)))
      :ARG2 (i / i))","# ::snt Gib mir alle Arten von Essstörungen.
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.884987
(z0 / gib
    :wiki -
    :name (z2 / name
              :op1 ""Arten""
              :op2 ""von""
              :op3 ""Essstörungen"")
    :mod (z3 / alle))",0.08
1070,1070,Перечислите все виды пищевых расстройств,ru,train,"# ::snt Перечислите все виды пищевых расстройств
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (o / order-03 :polarity -
            :ARG1 (e / eat-01)
            :mod (t / type
                  :mod (a / all)))
      :ARG2 (i / i))","# ::snt Перечислите все виды пищевых расстройств
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885017
(z0 / string-entity
    :value ""Перечислите"")",0.11
1071,1071,Приведите список всех типов пищевых расстройств.,ru,train,"# ::snt Приведите список всех типов пищевых расстройств.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (o / order-03 :polarity -
            :ARG1 (e / eat-01)
            :mod (t / type
                  :mod (a / all)))
      :ARG2 (i / i))","# ::snt Приведите список всех типов пищевых расстройств.
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885045
(z0 / Приведите)",0.11
1072,1072,Перечислите все расстройсква ЖКТ?,ru,train,"# ::snt Перечислите все расстройсква ЖКТ?
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (o / order-03 :polarity -
            :ARG1 (e / eat-01)
            :mod (t / type
                  :mod (a / all)))
      :ARG2 (i / i))","# ::snt Перечислите все расстройсква ЖКТ?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885072
(z0 / amr-unintelligible
    :value ""Перечислите"")",0.11
1073,1073,Перерахуйте усі види харчових розладів,uk,train,"# ::snt Перерахуйте усі види харчових розладів
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (o / order-03 :polarity -
            :ARG1 (e / eat-01)
            :mod (t / type
                  :mod (a / all)))
      :ARG2 (i / i))","# ::snt Перерахуйте усі види харчових розладів
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885102
(z0 / string-entity
    :value ""Перерахуйте_усі_види"")",0.11
1074,1074,Išvardykite visų rūšių valgymo sutrikimus,lt,train,"# ::snt Išvardykite visų rūšių valgymo sutrikimus
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (o / order-03 :polarity -
            :ARG1 (e / eat-01)
            :mod (t / type
                  :mod (a / all)))
      :ARG2 (i / i))","# ::snt Išvardykite visų rūšių valgymo sutrikimus
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885130
(z0 / viscera
    :wiki -
    :name (z2 / name
              :op1 ""Išvardykite""))",0.09
1075,1075,Пералічыце ўсе віды харчовых расстройстваў,be,train,"# ::snt Пералічыце ўсе віды харчовых расстройстваў
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (o / order-03 :polarity -
            :ARG1 (e / eat-01)
            :mod (t / type
                  :mod (a / all)))
      :ARG2 (i / i))","# ::snt Пералічыце ўсе віды харчовых расстройстваў
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885157
(z0 / string-entity
    :value ""раралічыце"")",0.11
1076,1076,Was Marc Chagall a jew?,en,train,"# ::snt Was Marc Chagall a jew?
(p / person
      :mod (r / religious-group :name (n / name :op1 ""Jew""))
      :domain (p2 / person :name (n2 / name :op1 ""Marc"" :op2 ""Chagall""))
      :polarity (a / amr-unknown))","# ::snt Was Marc Chagall a jew?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885185
(z0 / religious-group
    :wiki ""Jews""
    :polarity (z1 / amr-unknown)
    :name (z2 / name
              :op1 ""Jew"")
    :domain (z3 / person
                :wiki ""Marc_Chagall""
                :name (z4 / name
                          :op1 ""Marc""
                          :op2 ""Chagall"")))",0.73
1077,1077,Атлап булмай йәһүдтәр Марк,ba,train,"# ::snt Атлап булмай йәһүдтәр Марк
(p / person
      :mod (r / religious-group :name (n / name :op1 ""Jew""))
      :domain (p2 / person :name (n2 / name :op1 ""Marc"" :op2 ""Chagall""))
      :polarity (a / amr-unknown))","# ::snt Атлап булмай йәһүдтәр Марк
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885212
(z0 / string-entity
    :value ""Атлап"")",0.11
1078,1078,Marc Chagall était-il juif ?,fr,train,"# ::snt Marc Chagall était-il juif ?
(p / person
      :mod (r / religious-group :name (n / name :op1 ""Jew""))
      :domain (p2 / person :name (n2 / name :op1 ""Marc"" :op2 ""Chagall""))
      :polarity (a / amr-unknown))","# ::snt Marc Chagall était-il juif ?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885239
(z0 / amr-unintelligible
    :value ""Était-il""
    :domain (z1 / person
                :wiki ""Marc_Chagall""
                :name (z2 / name
                          :op1 ""Marc""
                          :op2 ""Chagall"")))",0.56
1079,1079,War Marc Chagall Jude?,de,train,"# ::snt War Marc Chagall Jude?
(p / person
      :mod (r / religious-group :name (n / name :op1 ""Jew""))
      :domain (p2 / person :name (n2 / name :op1 ""Marc"" :op2 ""Chagall""))
      :polarity (a / amr-unknown))","# ::snt War Marc Chagall Jude?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885267
(z0 / say-01
    :ARG1 (z1 / war)
    :ARG2 (z2 / person
              :wiki ""Marc_Chagall""
              :name (z3 / name
                        :op1 ""Marc""
                        :op2 ""Chagall""
                        :op3 ""Jude""))
    :polarity (z4 / amr-unknown))",0.55
1080,1080,Марк Шагал был евреем,ru,train,"# ::snt Марк Шагал был евреем
(p / person
      :mod (r / religious-group :name (n / name :op1 ""Jew""))
      :domain (p2 / person :name (n2 / name :op1 ""Marc"" :op2 ""Chagall""))
      :polarity (a / amr-unknown))","# ::snt Марк Шагал был евреем
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885294
(z0 / string-entity
    :value ""Марк"")",0.11
1081,1081,Был ли евреем Марк Шагал?,ru,train,"# ::snt Был ли евреем Марк Шагал?
(p / person
      :mod (r / religious-group :name (n / name :op1 ""Jew""))
      :domain (p2 / person :name (n2 / name :op1 ""Marc"" :op2 ""Chagall""))
      :polarity (a / amr-unknown))","# ::snt Был ли евреем Марк Шагал?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885324
(z0 / amr-unintelligible
    :value ""ли""
    :op2 ""евреем""
    :op3 ""Марк"")",0.1
1082,1082,Марк Шагал еврейского происхождения?,ru,train,"# ::snt Марк Шагал еврейского происхождения?
(p / person
      :mod (r / religious-group :name (n / name :op1 ""Jew""))
      :domain (p2 / person :name (n2 / name :op1 ""Marc"" :op2 ""Chagall""))
      :polarity (a / amr-unknown))","# ::snt Марк Шагал еврейского происхождения?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885352
(z0 / Марк)",0.12
1083,1083,Марк Шагал був євреєм,uk,train,"# ::snt Марк Шагал був євреєм
(p / person
      :mod (r / religious-group :name (n / name :op1 ""Jew""))
      :domain (p2 / person :name (n2 / name :op1 ""Marc"" :op2 ""Chagall""))
      :polarity (a / amr-unknown))","# ::snt Марк Шагал був євреєм
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.885382
(z0 / string-entity
    :value ""Марк"")",0.11
