,sentence,language,set,gold_amr,parsed_amr,smatch
1319,Give me all actors called Baldwin.,en,train,"# ::snt Give me all actors called Baldwin.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))","# ::snt Give me all actors called Baldwin.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))",0.98
1320,Liste alle Schauspieler mit dem Nachnamen Baldwin auf.,de,train,"# ::snt Liste alle Schauspieler mit dem Nachnamen Baldwin auf.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))","# ::snt Liste alle Schauspieler mit dem Nachnamen Baldwin auf.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))",0.46
1321,Перечислите всех актеров с фамилией Болдуин.,ru,train,"# ::snt Перечислите всех актеров с фамилией Болдуин.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))","# ::snt Išvardykite visus aktorius pavarde Baldwin.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))",0.09
1322,"Назовите всех актеров, имеющих фамилию Болдуин.",ru,train,"# ::snt Назовите всех актеров, имеющих фамилию Болдуин.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))","# ::snt Įvardinkite visus aktorius turinčius pavardė Bolduin. 
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))",0.08
1323,"Выдай мне актёров, которых зовут Болдуин.",ru,train,"# ::snt Выдай мне актёров, которых зовут Болдуин.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))","# ::snt Перечислите всех актеров с фамилией Болдуин.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))",0.08
1324,"Перечислите актеров, которых зовут Болдуин.",ru,train,"# ::snt Перечислите актеров, которых зовут Болдуин.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))","# ::snt Назовите всех актеров, имеющих фамилию Болдуин.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))",0.08
1325,Перерахуйте всіх акторів з прізвищем Болдуін.,uk,train,"# ::snt Перерахуйте всіх акторів з прізвищем Болдуін.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))","# ::snt Выдай мне актёров, которых зовут Болдуин.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))",0.09
1326,Išvardykite visus aktorius pavarde Baldwin.,lt,train,"# ::snt Išvardykite visus aktorius pavarde Baldwin.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))","# ::snt Перечислите актеров, которых зовут Болдуин.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))",0.19
1327,Įvardinkite visus aktorius turinčius pavardė Bolduin. ,lt,train,"# ::snt Įvardinkite visus aktorius turinčius pavardė Bolduin. 
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))","# ::snt Перерахуйте всіх акторів з прізвищем Болдуін.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))",0.13
1328,Назавiце ўсiх актораў з прозвiщам Болдуiн.,be,train,"# ::snt Назавiце ўсiх актораў з прозвiщам Болдуiн.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))","# ::snt Назавiце ўсiх актораў з прозвiщам Болдуiн.
(g / give-01 :mode imperative
      :ARG0 (y / you)
      :ARG1 (p / person
            :ARG0-of (a / act-01)
            :ARG1-of (c / call-01
                  :ARG2 (p2 / person :name (n / name :op1 ""Baldwin"")))
            :mod (a2 / all))
      :ARG2 (i / i))",0.09
1329,Who wrote The Hunger Games?,en,train,"# ::snt Who wrote The Hunger Games?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))","# ::snt Who wrote The Hunger Games?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))",0.73
1330,"Кем яҙған китап ""Ас уйын""?",ba,train,"# ::snt Кем яҙған китап ""Ас уйын""?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))","# ::snt Wer hat die Tribute von Panem geschrieben?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))",0.27
1331,Wer hat die Tribute von Panem geschrieben?,de,train,"# ::snt Wer hat die Tribute von Panem geschrieben?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))","# ::snt Kas parašė knygą „Bado žaidynės“?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))",0.36
1332,"Кто написал книгу ""Голодные игры""?",ru,train,"# ::snt Кто написал книгу ""Голодные игры""?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))","# ::snt Кто написал книгу ""Голодные игры""?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))",0.29
1333,"Кто написал ""Голодные игры""?",ru,train,"# ::snt Кто написал ""Голодные игры""?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))","# ::snt Кто написал ""Голодные игры""?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))",0.22
1334,"Хто написав книгу ""Голодні ігри""?",uk,train,"# ::snt Хто написав книгу ""Голодні ігри""?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))","# ::snt Хто написав книгу ""Голодні ігри""?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))",0.24
1335,Kas parašė knygą „Bado žaidynės“?,lt,train,"# ::snt Kas parašė knygą „Bado žaidynės“?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))","# ::snt Хто напiсаў ""Галодныя гульнi""?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))",0.3
1336,"Хто напiсаў ""Галодныя гульнi""?",be,train,"# ::snt Хто напiсаў ""Галодныя гульнi""?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))","# ::snt Кем яҙған китап ""Ас уйын""?
(w / write-01
      :ARG0 (a / amr-unknown)
      :ARG1 (b / book :name (n / name :op1 ""Hunger"" :op2 ""Games"")))",0.35
